# Paso Energía_Potencial Energía_Cinética Energía_Total
205 7.028251767811231 22.061538285028824 29.089790052840055
206 6.6844601464936195 22.20226494192174 28.88672508841536
207 6.360470118204242 22.322014291388204 28.682484409592448
208 6.0566030133091 22.420567632488428 28.47717064579753
209 5.773139742034083 22.497747757800237 28.27088749983432
210 5.510320418520658 22.55341925527703 28.06373967379769
211 5.268344065225188 22.587488728129394 27.85583279335458
212 5.047368398105889 22.599904932393233 27.64727333049912
213 4.847509692882083 22.590658832008348 27.43816852489043
214 4.668842732491771 22.55978357139246 27.228626303884234
215 4.511400835713823 22.507354365656802 27.018755201370624
216 4.375175966761846 22.433488308769903 26.808664275531747
217 4.260118925498677 22.338344100135917 26.598463025634594
218 4.1661396177620365 22.222121690212447 26.38826130797448
219 4.09310740513579 22.085061845950193 26.178169251085983
220 4.040851533345785 21.927445636992175 25.968297170337962
221 4.009161638306051 21.749593843723893 25.758755482029944
222 3.997788328689588 21.551866288416946 25.549654617106533
223 4.006443843749319 21.334661090857438 25.341104934606758
224 4.034802784968159 21.09841384999605 25.133216634964207
225 4.08250291997407 20.84359675329953 24.926099673273598
226 4.149146057015532 20.57071761562235 24.71986367263788
227 4.234298988156671 20.28031884955294 24.51461783770961
228 4.337494499217735 19.97297636932027 24.310470868538005
229 4.4582324443584955 19.64929843047418 24.107530874832676
230 4.595980883077014 19.309924407675464 23.90590529075248
231 4.750177277276331 18.95552351305016 23.70570079032649
232 4.920229745936429 18.58679345767569 23.507023203612118
233 5.105518374818218 18.204459058874743 23.30997743369296
234 5.305396578521409 17.8092707960957 23.114667374617106
235 5.519192512118048 17.40200331825562 22.92119583037367
236 5.7462105294895185 16.983453905513635 22.72966443500315
237 5.985732685406511 16.554440888528205 22.540173573934716
238 6.237020278308318 16.115802028331526 22.352822306639844
239 6.499315430662204 15.668392860027858 22.16770829069006
240 6.771842703712833 15.213085003589807 21.98492770730264
241 7.053810743368242 14.7507644450873 21.804575188455544
242 7.344413953911111 14.28232979173825 21.626743745649364
243 7.642834196174011 13.808690504217436 21.451524700391445
244 7.948242506772325 13.330765109700824 21.279007616473148
245 8.259800834952284 12.849479399156712 21.109280234108994
246 8.576663793580089 12.365764612421957 20.942428406002044
247 8.897980420775333 11.880555614621821 20.778536035397153
248 9.222895948674873 11.39478906750514 20.617685016180012
249 9.550553575803644 10.90940159927271 20.459955175076352
250 9.880096239526262 10.425327976476034 20.305424216002294
251 10.210668385057616 9.943499281555798 20.154167666613414
252 10.54141772752157 9.464841099574716 20.006258827096286
253 10.871497003565329 8.990271717677793 19.861768721243124
254 11.200065709061654 8.520700340784476 19.72076604984613
255 11.526291819463356 8.057025326981888 19.583317146445246
256 11.84935348941285 7.600132446046241 19.44948593545909
257 12.168440728254515 7.150893164470812 19.319333892725325
258 12.482757048150253 6.710162960323596 19.19292000847385
259 12.791521081555823 6.2787796711960775 19.0703007527519
260 13.093968164881186 5.857561878436476 18.95153004331766
261 13.389351885228375 5.447307330786724 18.8366592160151
262 13.676945587177132 5.048791410462163 18.725736997639295
263 13.956043836672453 4.662765644626914 18.618809481299365
264 14.225963839154968 4.289956265126092 18.515920104281058
265 14.486046809171082 3.9310628192388464 18.41710962840993
266 14.735659288798038 3.5867568341135723 18.322416122911612
267 14.97419441232389 3.2576805374390334 18.231874949762922
268 15.201073114732669 2.9444456367925755 18.145518751525245
269 15.41574528165847 2.647632159989385 18.063377441647855
270 15.617690838591557 2.3677873586351397 17.985478197226698
271 15.806420777242609 2.105424676958549 17.911845454201156
272 15.981478117097982 1.8610227878705345 17.842500904968517
273 16.142438800330524 1.6350246980633616 17.777463498393885
274 16.288912518363652 1.427836923826164 17.716749442189816
275 16.420543468525445 1.239828739113319 17.660372207638762
276 16.5370110393684 1.071331497259255 17.608342536627656
277 16.638030423375508 0.9226380275878127 17.56066845096332
278 16.723353155917124 0.794002108016543 17.517355263933666
279 16.792767579472297 0.685638014606549 17.478405594078847
280 16.846099232276543 0.5977201488570145 17.443819381133558
281 16.88321116071016 0.5303827433906735 17.413593904100836
282 16.9040041548921 0.48371964652247035 17.38772380141457
283 16.90841690709861 0.4577841860488479 17.366201093147456
284 16.896426092779116 0.4525891124397826 17.349015205218898
285 16.8680463740956 0.4681066214601591 17.336152995555757
286 16.82333032606597 0.5042684560916555 17.327598782157626
287 16.762368285545662 0.5609660874712987 17.323334373016962
288 16.68528812343418 0.6380509744085376 17.32333909784272
289 16.592254940646253 0.7353349008893902 17.327589841535644
290 16.483470688537178 0.8525903908242407 17.336061079361418
291 16.359173714622106 0.989551199145473 17.34872491376758
292 16.21963823457613 1.1459128782126653 17.365551112788797
293 16.06517373164736 1.321333418336774 17.386507149984133
294 15.896124284758564 1.5154339610909193 17.411558245849484
295 15.712867826713063 1.727799583934336 17.4406674106474
296 15.515815334058056 1.957980154538007 17.473795488596064
297 15.305409950292507 2.2054912530657687 17.510901203358276
298 15.08212604423785 2.4698151605335004 17.55194120477135
299 14.84646820551649 2.7504019112416107 17.5968701167581
300 14.598970179205672 3.0466704071527664 17.64564058635844
301 14.340193741853984 3.358009591967732 17.698203333821716
302 14.07072752116112 3.6837796825377325 17.75450720369885
303 13.791185761731375 4.023313455141964 17.81449921687334
304 13.50220703941679 4.375917584054097 17.87812462347089
305 13.204452926864167 4.740874029721943 17.94532695658611
306 12.898606612975641 5.11744147379016 18.0160480867658
307 12.58537147908099 5.504856798107107 18.090228277188096
308 12.265469634702827 5.902336604773817 18.167806239476644
309 11.93964041587381 6.309078774215868 18.24871919008968
310 11.608638849035673 6.72426405818765 18.33290290722332
311 11.273234083616412 7.147057704553425 18.420291788169838
312 10.934207796440031 7.576611110630671 18.5108189070707
313 10.592352571176866 8.012063501828745 18.60441607300561
314 10.248470256088744 8.452543632269773 18.701013888358517
315 9.903370303363204 8.897171504039207 18.80054180740241
316 9.557868093364327 9.34506010168055 18.90292819504488
317 9.212783247154842 9.795317138522478 19.00810038567732
318 8.8689379306637 10.247046811407117 19.115984742070815
319 8.527155153887346 10.699351560375355 19.2265067142627
320 8.18825706851894 11.151333829859086 19.339590898378027
321 7.853063267400365 11.602097827930962 19.455161095331327
322 7.522389089184338 12.050751280169745 19.573140369354082
323 7.197043931581229 12.496407174713557 19.693451106294788
324 6.877829576544255 12.938185495094146 19.8160150716384
325 6.565538530720471 13.375214937472983 19.940753468193453
326 6.260952384461428 13.806634608934024 20.06758699339545
327 5.964840192647431 14.23159570352866 20.19643589617609
328 5.6779568805332215 14.649263152815463 20.327220033348684
329 5.401041677770376 15.05881724769074 20.459858925461116
330 5.134816583702881 15.459455228365469 20.59427181206835
331 4.879984866967428 15.850392839409988 20.730377706377418
332 4.637229602359653 16.23086584685937 20.868095449219023
333 4.407212247850566 16.600131514449938 21.007343762300504
334 4.190571264555435 16.95747003614049 21.148041300695922
335 3.9879207823699687 17.30218592216034 21.29010670453031
336 3.799849313895508 17.633609335920294 21.4334586498158
337 3.6269185191770505 17.951097379221494 21.578015898398544
338 3.469662023675263 18.254035323301217 21.72369734697648
339 3.328584291785888 18.541837783363118 21.870422075149005
340 3.2041595581081133 18.813949834352616 22.01810939246073
341 3.0968308185473012 19.0698480658555 22.1666788844028
342 3.007008883217164 19.30904157411912 22.316050457336285
343 2.935071492982771 19.531072889320825 22.466144382303597
344 2.8813625013580837 19.735518836336873 22.616881337694956
345 2.8461911233412582 19.921991327397066 22.768182450738323
346 2.8298312526371943 20.090138085145522 22.919969337782717
347 2.83252084858062 20.239643294765383 23.072164143346004
348 2.854461393933987 20.370228183965864 23.224689577899852
349 2.895817424593762 20.481651529772193 23.377468954365956
350 2.9567161320957687 20.573710091203573 23.53042622329934
351 3.037247039665849 20.646238967070033 23.683486006735883
352 3.1374617524164914 20.69911187826665 23.83657363068314
353 3.2573737821433686 20.732241374091732 23.9896151562351
354 3.3969584470282213 20.74557896226513 24.142537409293354
355 3.556152846406752 20.73911516247201 24.295268008878764
356 3.734855910612449 20.712879483407704 24.447735394020153
357 3.9329285257589577 20.66694032344884 24.599868849207798
358 4.150193733176814 20.60140479522524 24.751598528402052
359 4.386437003073377 20.516418474515916 24.90285547758929
360 4.641406581839567 20.41216507404005 25.053571655879615
361 4.914813912282316 20.28886604286048 25.203679955142796
362 5.206334125919556 20.146780092261874 25.35311421818143
363 5.515606606333389 19.986202649109167 25.501809255442556
364 5.842235622438743 19.807465237832538 25.64970086027128
365 6.185791030388529 19.610934792324088 25.796725822712617
366 6.545809042702912 19.397012899167176 25.942821941870086
367 6.921793063079786 19.166134973752555 26.08792803683234
368 7.313214585216266 18.918769370965414 26.23198395618168
369 7.719514153847243 18.655416432253833 26.374930586101076
370 8.140102386086498 18.376607471012214 26.51670985709871
371 8.574361051040427 18.082903698332135 26.657264749372562
372 9.021644205551466 17.774895091287927 26.79653929683939
373 9.481279383821299 17.45319920603502 26.93447858985632
374 9.952568838560136 17.118459938104806 27.071028776664942
375 10.43479083121078 16.77134623238137 27.20613706359215
376 10.927200968702 16.4125507453414 27.3397517140434
377 11.429033584097608 16.042788462230103 27.47182204632771
378 11.939503158425007 15.662795271931552 27.60229843035656
379 12.457805780889013 15.273326502372502 27.731132283261516
380 12.9831206446046 14.875155419373373 27.858276063977975
381 13.514611574916563 14.469071691929205 27.983683266845766
382 14.051428587313113 14.055879826966425 28.107308414279537
383 14.592709471886007 13.636397576678501 28.229107048564508
384 15.137581401241542 13.211454321594335 28.34903572283588
385 15.685162558724656 12.781889432578211 28.467051991302867
386 16.234563783781457 12.348550614998357 28.583114398779813
387 16.78489023125655 11.912292238333329 28.69718246958988
388 17.335243041397586 11.473973654510985 28.80921669590857
389 17.884721017322104 11.034457508293883 28.919178525615987
390 18.432422306691535 10.59460804303754 29.027030349729074
391 18.97744608433187 10.155289405153962 29.13273548948583
392 19.518894232543463 9.71736395061221 29.236258183155673
393 20.05587301584992 9.28169055680078 29.3375635726507
394 20.587494746951144 8.849122943062682 29.436617690013826
395 21.11287944066622 8.420508003193996 29.533387443860214
396 21.631156452679498 7.9966841531699435 29.627840605849443
397 22.141466099935712 7.578479697329273 29.719945797264984
398 22.642961259570917 7.16671121620834 29.80967247577926
399 23.13480894330928 6.76218197917035 29.89699092247963
400 23.616191844309903 6.3656803849232615 29.981872229233165
401 24.0863098535026 5.9779784329616925 30.06428828646429
402 24.544381542516195 5.599830228904078 30.144211771420274
403 24.98964561037018 5.231970526626364 30.221616136996545
404 25.42136229117542 4.875113310017864 30.296475601193283
405 25.838814720168113 4.529950417103617 30.36876513727173
406 26.24131025548553 4.197150209191029 30.43846046467656
407 26.62818175318166 3.8773562876066157 30.505538040788277
408 26.99878879307395 3.5711862604918627 30.569975053565813
409 27.35251885311222 3.2792305620253934 30.631749415137612
410 27.688788430061688 3.0020513263323 30.690839756393988
411 28.00704410440114 2.740181318230661 30.7472254226318
412 28.306763547446366 2.4941229228502957 30.80088647029666
413 28.58745646882503 2.264347196039809 30.85180366486484
414 28.84866550254627 2.0512929773553448 30.899958479901617
415 29.08996703003007 1.8553660672982806 30.94533309732835
416 29.310971938586082 1.6769384703397816 30.987910408925863
417 29.51132631395798 1.5163477051378051 31.027674019095784
418 29.690712065679882 1.3738961832172092 31.06460824889709
419 29.84884748412253 1.2498506572462438 31.098698141368775
420 29.98548772824131 1.144441739903252 31.12992946814456
421 30.100425243173714 1.057863494186104 31.15828873735982
422 30.19349010697036 0.990273095874089 31.183763202844446
423 30.264550305882967 0.9417905687079169 31.206340874590882
424 30.313511937770585 0.9124985927084979 31.226010530479083
425 30.340319343326428 0.9024423859095323 31.24276172923596
426 30.34495516496698 0.9116296596329668 31.256584824599948
427 30.32744033336559 0.9400306472903607 31.26747098065595
428 30.287833981752986 0.98757820654745 31.275412188300436
429 30.2262332882467 1.0541679945440012 31.280401282790702
430 30.14277324661015 1.139658715716714 31.282431962326864
431 30.037626365980685 1.2438724416297324 31.28149880761042
432 29.91100230024149 1.3665950020755981 31.277597302317087
433 29.763147407848642 1.5075764465694501 31.270723854418094
434 29.594344243057257 1.6665315752212946 31.260875818278553
435 29.404910979621576 1.8431405378354513 31.24805151745703
436 29.195200768174523 2.0370494999531643 31.232250268127686
437 28.96560102861661 2.24787137442405 31.21347240304066
438 28.716532678969354 2.4751866169648533 31.191719295934206
439 28.448449302268497 2.7185440840401194 31.166993386308615
440 28.161836253189637 2.977461951279123 31.13929820446876
441 27.857209706212984 3.2514286905269354 31.10863839673992
442 27.535115647244247 3.5399041035151217 31.075019750759367
443 27.19612881071481 3.8423204100294512 31.038449220744262
444 26.840851564286897 4.158083388348321 30.998934952635217
445 26.46991274338708 4.486573565626651 30.956486309013734
446 26.08396643788496 4.82714745580587 30.911113893690832
447 25.683690733323182 5.1791388425415406 30.862829575864723
448 25.269786409187986 5.541860104556307 30.811646513744293
449 24.842975596789568 5.914603580747268 30.757579177536837
450 24.404000399394395 6.296642972303913 30.70064337169831
451 23.95362147732144 6.687234779025291 30.64085625634673
452 23.49261660077615 7.085619766963415 30.578236367739564
453 23.021779173254973 7.491024464464096 30.51280363771907
454 22.541916728404846 7.902662683626457 30.444579412031302
455 22.053849403268522 8.319737064158554 30.373586467427074
456 21.558408390887294 8.74144063656864 30.299849027455934
457 21.056434375268097 9.166958401600027 30.223392776868124
458 20.548775951750056 9.595468922791962 30.144244874542018
459 20.03628803582918 10.02614592902964 30.06243396485882
460 19.51983026351694 10.458159923933461 29.977990187450402
461 19.000265386319366 10.890679798930737 29.890945185250104
462 18.478457663927966 11.322874446852527 29.801332110780493
463 17.955271257713946 11.753914372903816 29.70918563061776
464 17.431568628108856 12.182973299866983 29.61454192797584
465 16.908208938942717 12.60922976441646 29.517438703359176
466 16.386046471791687 13.03186870144641 29.417915173238097
467 15.865929053362406 13.450083013343164 29.316012066705568
468 15.348696498909423 13.863075121170072 29.211771620079496
469 14.835179074646177 14.27005849477421 29.10523756942039
470 14.326195982067576 14.670259158871632 28.996455140939208
471 13.82255386705465 15.062917172221205 28.885471039275856
472 13.325045356578787 15.447288077055397 28.772333433634184
473 12.83444762576439 15.822644316000464 28.657091941764854
474 12.35152099800498 16.18827661378769 28.53979761179267
475 11.87700758075912 16.543495321131488 28.420502901890607
476 11.411629939578457 16.887631718229407 28.299261657807865
477 10.956089812841595 17.22003927542313 28.176129088264723
478 10.511066869583956 17.540094868647863 28.05116173823182
479 10.077217512726323 17.84719994739062 27.924417460116942
480 9.655173729912295 18.1407816529749 27.795955382887197
481 9.245541994068391 18.420293885090466 27.665835879158855
482 8.848902215700953 18.685218314591744 27.534120530292697
483 8.465806748839245 18.93506534069699 27.400872089536236
484 8.096779452427294 19.169374990832136 27.26615444325943
485 7.742314808855626 19.38771776147827 27.130032570333896
486 7.402877101210758 19.589695398499686 26.992572499710445
487 7.078899650702926 19.77494161554992 26.853841266252847
488 6.770784115613593 19.94312274927644 26.713906864890035
489 6.478899852982084 20.09393835016957 26.572838203151655
490 6.203583344127274 20.227121708028832 26.430705052156107
491 5.945137684973751 20.342440311148483 26.287577996122234
492 5.703832142024677 20.439696238454427 26.143528380479104
493 5.4799017746948575 20.518726483956414 25.998628258651273
494 5.273547124586924 20.579403213011656 25.85295033759858
495 5.084933972162854 20.62163395002944 25.706567922192296
496 4.914193161131389 20.64536169737974 25.55955485851113
497 4.76142049073975 20.65056498540267 25.41198547614242
498 4.626676676026062 20.6372578535494 25.26393452957546
499 4.509987375956472 20.605489762818415 25.115477138774885
500 4.411343289240001 20.555345439783814 24.966688729023815
501 4.330700317482175 20.486944652644254 24.81764497012643
502 4.267979795209323 20.400441919852074 24.6684217150614
503 4.223068786165698 20.296026152011326 24.519094938177023
504 4.19582044515846 20.173920227861725 24.369740673020186
505 4.186054444599205 20.034380505291228 24.220434949890432
506 4.193557464767228 19.877696268444126 24.071253733211353
507 4.218083746697003 19.70418911211314 23.922272858810146
508 4.259355706473421 19.514212264723184 23.773567971196606
509 4.317064609600953 19.308149851330764 23.625214460931716
510 4.390871303998759 19.086416098176496 23.477287402175257
511 4.480407010062883 18.84945448043831 23.329861490501195
512 4.585274166127979 18.597736814939903 23.18301098106788
513 4.7050473275574305 18.331762299671976 23.036809627229406
514 4.83927411758925 18.05205650208356 22.891330619672807
515 4.987476227968301 17.759170298195926 22.746646526164227
516 5.149150467302128 17.453678764683083 22.60282923198521
517 5.323769854989459 17.136180026149834 22.459949881139295
518 5.510784758485096 16.8072940599209 22.318078818405994
519 5.7096240715857025 16.46766146073265 22.17728553231835
520 5.9196964313450255 16.11794216779198 22.037638599137004
521 6.140391471157186 15.758814156735333 21.89920562789252
522 6.371081107480459 15.390972099084047 21.762053206564506
523 6.611120857613962 15.015125991850283 21.626246849464245
524 6.859851185883685 14.631999760000813 21.491850945884497
525 7.116598875544787 14.24232983453344 21.358928710078224
526 7.380678423661752 13.846863708963006 21.22754213262476
527 7.651393456188776 13.44635847705063 21.097751933239408
